,Salary,Job Title_AI Architect,Job Title_AI Developer,Job Title_AI Programmer,Job Title_AI Scientist,Job Title_AWS Data Architect,Job Title_Analytics Engineer,Job Title_Analytics Engineering Manager,Job Title_Applied Data Scientist,Job Title_Applied Machine Learning Engineer,Job Title_Applied Machine Learning Scientist,Job Title_Applied Scientist,Job Title_Autonomous Vehicle Technician,Job Title_Azure Data Engineer,Job Title_BI Analyst,Job Title_BI Data Analyst,Job Title_BI Data Engineer,Job Title_BI Developer,Job Title_Big Data Architect,Job Title_Big Data Engineer,Job Title_Business Data Analyst,Job Title_Business Intelligence Analyst,Job Title_Business Intelligence Data Analyst,Job Title_Business Intelligence Developer,Job Title_Business Intelligence Engineer,Job Title_Cloud Data Architect,Job Title_Cloud Data Engineer,Job Title_Cloud Database Engineer,Job Title_Compliance Data Analyst,Job Title_Computer Vision Engineer,Job Title_Computer Vision Software Engineer,Job Title_Consultant Data Engineer,Job Title_Data Analyst,Job Title_Data Analytics Consultant,Job Title_Data Analytics Engineer,Job Title_Data Analytics Lead,Job Title_Data Analytics Manager,Job Title_Data Analytics Specialist,Job Title_Data Architect,Job Title_Data DevOps Engineer,Job Title_Data Engineer,Job Title_Data Engineer 2,Job Title_Data Infrastructure Engineer,Job Title_Data Integration Specialist,Job Title_Data Lead,Job Title_Data Management Specialist,Job Title_Data Manager,Job Title_Data Modeler,Job Title_Data Modeller,Job Title_Data Operations Analyst,Job Title_Data Operations Engineer,Job Title_Data Operations Manager,Job Title_Data Operations Specialist,Job Title_Data Quality Analyst,Job Title_Data Quality Engineer,Job Title_Data Science Consultant,Job Title_Data Science Engineer,Job Title_Data Science Lead,Job Title_Data Science Manager,Job Title_Data Science Tech Lead,Job Title_Data Scientist,Job Title_Data Scientist Lead,Job Title_Data Specialist,Job Title_Data Strategist,Job Title_Data Visualization Analyst,Job Title_Data Visualization Specialist,Job Title_Decision Scientist,Job Title_Deep Learning Engineer,Job Title_Deep Learning Researcher,Job Title_Director of Data Science,Job Title_ETL Developer,Job Title_ETL Engineer,Job Title_Finance Data Analyst,Job Title_Financial Data Analyst,Job Title_Head of Data,Job Title_Head of Data Science,Job Title_Head of Machine Learning,Job Title_Insight Analyst,Job Title_Lead Data Analyst,Job Title_Lead Data Engineer,Job Title_Lead Data Scientist,Job Title_Lead Machine Learning Engineer,Job Title_ML Engineer,Job Title_MLOps Engineer,Job Title_Machine Learning Developer,Job Title_Machine Learning Engineer,Job Title_Machine Learning Infrastructure Engineer,Job Title_Machine Learning Manager,Job Title_Machine Learning Research Engineer,Job Title_Machine Learning Researcher,Job Title_Machine Learning Scientist,Job Title_Machine Learning Software Engineer,Job Title_Machine Learning Specialist,Job Title_Manager Data Management,Job Title_Managing Director Data Science,Job Title_Marketing Data Analyst,Job Title_Marketing Data Engineer,Job Title_NLP Engineer,Job Title_Principal Data Analyst,Job Title_Principal Data Architect,Job Title_Principal Data Engineer,Job Title_Principal Data Scientist,Job Title_Principal Machine Learning Engineer,Job Title_Product Data Analyst,Job Title_Research Analyst,Job Title_Research Engineer,Job Title_Research Scientist,Job Title_Sales Data Analyst,Job Title_Software Data Engineer,Job Title_Staff Data Analyst,Job Title_Staff Data Scientist,Job Title_Staff Machine Learning Engineer,Employment Type_Contract,Employment Type_Freelance,Employment Type_Full-Time,Employment Type_Part-Time,Experience Level_Entry,Experience Level_Executive,Experience Level_Mid,Experience Level_Senior,Expertise Level_Director,Expertise Level_Expert,Expertise Level_Intermediate,Expertise Level_Junior,Salary Currency_Australian Dollar,Salary Currency_Brazilian Real,Salary Currency_British Pound Sterling,Salary Currency_Canadian Dollar,Salary Currency_Chilean Peso,Salary Currency_Danish Krone,Salary Currency_Euro,Salary Currency_Hong Kong Dollar,Salary Currency_Hungarian Forint,Salary Currency_Indian Rupee,Salary Currency_Israeli New Shekel,Salary Currency_Japanese Yen,Salary Currency_Mexican Peso,Salary Currency_Norwegian Krone,Salary Currency_Philippine Peso,Salary Currency_Polish Zloty,Salary Currency_Singapore Dollar,Salary Currency_South African Rand,Salary Currency_Swiss Franc,Salary Currency_Thai Baht,Salary Currency_Turkish Lira,Salary Currency_United States Dollar,Company Location_Algeria,Company Location_American Samoa,Company Location_Andorra,Company Location_Argentina,Company Location_Armenia,Company Location_Australia,Company Location_Austria,Company Location_Bahamas,Company Location_Belgium,Company Location_Bosnia and Herzegovina,Company Location_Brazil,Company Location_Canada,Company Location_Central African Republic,Company Location_Chile,Company Location_China,Company Location_Colombia,Company Location_Croatia,Company Location_Czechia,Company Location_Denmark,Company Location_Ecuador,Company Location_Egypt,Company Location_Estonia,Company Location_Finland,Company Location_France,Company Location_Germany,Company Location_Ghana,Company Location_Greece,Company Location_Honduras,Company Location_Hong Kong,Company Location_Hungary,Company Location_India,Company Location_Indonesia,"Company Location_Iran, Islamic Republic of",Company Location_Iraq,Company Location_Ireland,Company Location_Israel,Company Location_Italy,Company Location_Japan,Company Location_Kenya,"Company Location_Korea, Republic of",Company Location_Latvia,Company Location_Lithuania,Company Location_Luxembourg,Company Location_Malaysia,Company Location_Malta,Company Location_Mexico,"Company Location_Moldova, Republic of",Company Location_Netherlands,Company Location_New Zealand,Company Location_Nigeria,Company Location_Norway,Company Location_Pakistan,Company Location_Philippines,Company Location_Poland,Company Location_Portugal,Company Location_Puerto Rico,Company Location_Romania,Company Location_Russian Federation,Company Location_Saudi Arabia,Company Location_Singapore,Company Location_Slovenia,Company Location_South Africa,Company Location_Spain,Company Location_Sweden,Company Location_Switzerland,Company Location_Thailand,Company Location_Turkey,Company Location_Ukraine,Company Location_United Arab Emirates,Company Location_United Kingdom,Company Location_United States,Employee Residence_Algeria,Employee Residence_American Samoa,Employee Residence_Andorra,Employee Residence_Argentina,Employee Residence_Armenia,Employee Residence_Australia,Employee Residence_Austria,Employee Residence_Belgium,"Employee Residence_Bolivia, Plurinational State of",Employee Residence_Bosnia and Herzegovina,Employee Residence_Brazil,Employee Residence_Bulgaria,Employee Residence_Canada,Employee Residence_Central African Republic,Employee Residence_Chile,Employee Residence_China,Employee Residence_Colombia,Employee Residence_Costa Rica,Employee Residence_Croatia,Employee Residence_Cyprus,Employee Residence_Czechia,Employee Residence_Denmark,Employee Residence_Dominican Republic,Employee Residence_Ecuador,Employee Residence_Egypt,Employee Residence_Estonia,Employee Residence_Finland,Employee Residence_France,Employee Residence_Georgia,Employee Residence_Germany,Employee Residence_Ghana,Employee Residence_Greece,Employee Residence_Honduras,Employee Residence_Hong Kong,Employee Residence_Hungary,Employee Residence_India,Employee Residence_Indonesia,"Employee Residence_Iran, Islamic Republic of",Employee Residence_Iraq,Employee Residence_Ireland,Employee Residence_Israel,Employee Residence_Italy,Employee Residence_Japan,Employee Residence_Jersey,Employee Residence_Kenya,"Employee Residence_Korea, Republic of",Employee Residence_Kuwait,Employee Residence_Latvia,Employee Residence_Lithuania,Employee Residence_Luxembourg,Employee Residence_Malaysia,Employee Residence_Malta,Employee Residence_Mexico,"Employee Residence_Moldova, Republic of",Employee Residence_Netherlands,Employee Residence_New Zealand,Employee Residence_Nigeria,Employee Residence_Norway,Employee Residence_Pakistan,Employee Residence_Peru,Employee Residence_Philippines,Employee Residence_Poland,Employee Residence_Portugal,Employee Residence_Puerto Rico,Employee Residence_Romania,Employee Residence_Russian Federation,Employee Residence_Saudi Arabia,Employee Residence_Serbia,Employee Residence_Singapore,Employee Residence_Slovenia,Employee Residence_South Africa,Employee Residence_Spain,Employee Residence_Sweden,Employee Residence_Switzerland,Employee Residence_Thailand,Employee Residence_Tunisia,Employee Residence_Turkey,Employee Residence_Ukraine,Employee Residence_United Arab Emirates,Employee Residence_United Kingdom,Employee Residence_United States,Employee Residence_Uzbekistan,Employee Residence_Viet Nam,Company Size_Large,Company Size_Medium,Company Size_Small
2640,260000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2641,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
2642,193000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2643,93000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2644,73000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2645,136994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2646,101570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2647,57786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2648,136000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2649,112000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
